kind	name	category	signature	module	doc
constant	TOP	constants	array([0., 4., 0.])	manimlib.constants	
constant	TYPE_CHECKING	constants	False	manimlib.constants	
constant	UL	constants	array([-1.,  1.,  0.])	manimlib.constants	
constant	UP	constants	array([0., 1., 0.])	manimlib.constants	
constant	UR	constants	array([1., 1., 0.])	manimlib.constants	
constant	WHITE	constants	'#FFFFFF'	manimlib.constants	
constant	X_AXIS	constants	array([1., 0., 0.])	manimlib.constants	
constant	YELLOW	constants	'#FFFF00'	manimlib.constants	
constant	YELLOW_A	constants	'#FFF1B6'	manimlib.constants	
constant	YELLOW_B	constants	'#FFEA94'	manimlib.constants	
constant	YELLOW_C	constants	'#FFFF00'	manimlib.constants	
constant	YELLOW_D	constants	'#F4D345'	manimlib.constants	
constant	YELLOW_E	constants	'#E8C11C'	manimlib.constants	
constant	Y_AXIS	constants	array([0., 1., 0.])	manimlib.constants	
constant	Z_AXIS	constants	array([0., 0., 1.])	manimlib.constants	
constant	BLACK	mobject/3d	'#000000'	manimlib.mobject.three_dimensions	
constant	BLUE	mobject/3d	'#58C4DD'	manimlib.mobject.three_dimensions	
constant	BLUE_D	mobject/3d	'#29ABCA'	manimlib.mobject.three_dimensions	
constant	BLUE_E	mobject/3d	'#1C758A'	manimlib.mobject.three_dimensions	
class	Cone	mobject/3d	(u_range: 'Tuple[float, float]' = (0, 6.283185307179586), v_range: 'Tuple[float, float]' = (0, 1), *args, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	Cube	mobject/3d	(color: 'ManimColor' = '#58C4DD', opacity: 'float' = 1, shading: 'Tuple[float, float, float]' = (0.1, 0.5, 0.1), square_resolution: 'Tuple[int, int]' = (2, 2), side_length: 'float' = 2, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	Cylinder	mobject/3d	(u_range: 'Tuple[float, float]' = (0, 6.283185307179586), v_range: 'Tuple[float, float]' = (-1, 1), resolution: 'Tuple[int, int]' = (101, 11), height: 'float' = 2, radius: 'float' = 1, axis: 'Vect3' = array([0., 0., 1.]), **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	Disk3D	mobject/3d	(radius: 'float' = 1, u_range: 'Tuple[float, float]' = (0, 1), v_range: 'Tuple[float, float]' = (0, 6.283185307179586), resolution: 'Tuple[int, int]' = (2, 100), **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	Dodecahedron	mobject/3d	(fill_color: 'ManimColor' = '#1C758A', fill_opacity: 'float' = 1, stroke_color: 'ManimColor' = '#1C758A', stroke_width: 'float' = 1, shading: 'Tuple[float, float, float]' = (0.2, 0.2, 0.2), **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
constant	GREY_A	mobject/3d	'#DDDDDD'	manimlib.mobject.three_dimensions	
constant	IN	mobject/3d	array([ 0.,  0., -1.])	manimlib.mobject.three_dimensions	
class	Line3D	mobject/3d	(start: 'Vect3', end: 'Vect3', width: 'float' = 0.05, resolution: 'Tuple[int, int]' = (21, 25), **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
constant	ORIGIN	mobject/3d	array([0., 0., 0.])	manimlib.mobject.three_dimensions	
constant	OUT	mobject/3d	array([0., 0., 1.])	manimlib.mobject.three_dimensions	
constant	PI	mobject/3d	3.141592653589793	manimlib.mobject.three_dimensions	
class	Prism	mobject/3d	(width: 'float' = 3.0, height: 'float' = 2.0, depth: 'float' = 1.0, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	Prismify	mobject/3d	(vmobject, depth=1.0, direction=array([ 0.,  0., -1.]), **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
constant	RIGHT	mobject/3d	array([1., 0., 0.])	manimlib.mobject.three_dimensions	
class	Sphere	mobject/3d	(u_range: 'Tuple[float, float]' = (0, 6.283185307179586), v_range: 'Tuple[float, float]' = (0, 3.141592653589793), resolution: 'Tuple[int, int]' = (101, 51), radius: 'float' = 1.0, clockwise=False, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	Square3D	mobject/3d	(side_length: 'float' = 2.0, u_range: 'Tuple[float, float]' = (-1, 1), v_range: 'Tuple[float, float]' = (-1, 1), resolution: 'Tuple[int, int]' = (2, 2), **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	SurfaceMesh	mobject/3d	(uv_surface: 'Surface', resolution: 'Tuple[int, int]' = (21, 11), stroke_width: 'float' = 1, stroke_color: 'ManimColor' = '#DDDDDD', normal_nudge: 'float' = 0.01, depth_test: 'bool' = True, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
constant	TAU	mobject/3d	6.283185307179586	manimlib.mobject.three_dimensions	
constant	TYPE_CHECKING	mobject/3d	False	manimlib.mobject.three_dimensions	
class	Torus	mobject/3d	(u_range: 'Tuple[float, float]' = (0, 6.283185307179586), v_range: 'Tuple[float, float]' = (0, 6.283185307179586), r1: 'float' = 3.0, r2: 'float' = 1.0, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	VCube	mobject/3d	(side_length: 'float' = 2.0, fill_color: 'ManimColor' = '#29ABCA', fill_opacity: 'float' = 1, stroke_width: 'float' = 0, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	VGroup3D	mobject/3d	(*vmobjects: 'VMobject', depth_test: 'bool' = True, shading: 'Tuple[float, float, float]' = (0.2, 0.2, 0.2), **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
class	VPrism	mobject/3d	(width: 'float' = 3.0, height: 'float' = 2.0, depth: 'float' = 1.0, **kwargs)	manimlib.mobject.three_dimensions	Mathematical Object
function	square_to_cube_faces	mobject/3d	(square: 'T') -> 'list[T]'	manimlib.mobject.three_dimensions	
class	AnimatedBoundary	mobject/core	(vmobject: 'VMobject', colors: 'List[ManimColor]' = ['#29ABCA', '#9CDCEB', '#1C758A', '#736357'], max_stroke_width: 'float' = 3.0, cycle_rate: 'float' = 0.5, back_and_forth: 'bool' = True, draw_rate_func: 'Callable[[float], float]' = <function smooth at 0x7f6ff39332e0>, fade_rate_func: 'Callable[[float], float]' = <function smooth at 0x7f6ff39332e0>, **kwargs)	manimlib.mobject.changing	Mathematical Object
class	Axes	mobject/core	(x_range: 'RangeSpecifier' = (-8.0, 8.0, 1.0), y_range: 'RangeSpecifier' = (-4.0, 4.0, 1.0), axis_config: 'dict' = {}, x_axis_config: 'dict' = {}, y_axis_config: 'dict' = {}, height: 'float | None' = None, width: 'float | None' = None, unit_size: 'float' = 1.0, **kwargs)	manimlib.mobject.coordinate_systems	Mathematical Object
constant	BLACK	mobject/core	'#000000'	manimlib.mobject.coordinate_systems	
constant	BLACK	mobject/core	'#000000'	manimlib.mobject.fractals	
constant	BLACK	mobject/core	'#000000'	manimlib.mobject.frame	
constant	BLACK	mobject/core	'#000000'	manimlib.mobject.interactive	
constant	BLACK	mobject/core	'#000000'	manimlib.mobject.shape_matchers	
constant	BLACK	mobject/core	'#000000'	manimlib.mobject.types.vectorized_mobject	
constant	BLUE	mobject/core	'#58C4DD'	manimlib.mobject.coordinate_systems	
constant	BLUE	mobject/core	'#58C4DD'	manimlib.mobject.interactive	
constant	BLUE	mobject/core	'#58C4DD'	manimlib.mobject.probability	
constant	BLUE_B	mobject/core	'#9CDCEB'	manimlib.mobject.changing	
constant	BLUE_D	mobject/core	'#29ABCA'	manimlib.mobject.changing	
constant	BLUE_D	mobject/core	'#29ABCA'	manimlib.mobject.coordinate_systems	
constant	BLUE_E	mobject/core	'#1C758A'	manimlib.mobject.changing	
constant	BLUE_E	mobject/core	'#1C758A'	manimlib.mobject.coordinate_systems	
constant	BLUE_E	mobject/core	'#1C758A'	manimlib.mobject.probability	
class	BackgroundRectangle	mobject/core	(mobject: 'Mobject', color: 'ManimColor' = None, stroke_width: 'float' = 0, stroke_opacity: 'float' = 0, fill_opacity: 'float' = 0.75, buff: 'float' = 0, **kwargs)	manimlib.mobject.shape_matchers	Creates a rectangle at the center of the screen.
class	BarChart	mobject/core	(values: 'Iterable[float]', height: 'float' = 4, width: 'float' = 6, n_ticks: 'int' = 4, include_x_ticks: 'bool' = False, tick_width: 'float' = 0.2, tick_height: 'float' = 0.15, label_y_axis: 'bool' = True, y_axis_label_height: 'float' = 0.25, max_value: 'float' = 1, bar_colors: 'list[ManimColor]' = ['#58C4DD', '#FFFF00'], bar_fill_opacity: 'float' = 0.8, bar_stroke_width: 'float' = 3, bar_names: 'list[str]' = [], bar_label_scale_val: 'float' = 0.75, **kwargs)	manimlib.mobject.probability	Mathematical Object
class	Button	mobject/core	(mobject: 'Mobject', on_click: 'Callable[[Mobject]]', **kwargs)	manimlib.mobject.interactive	Pass any mobject and register an on_click method
constant	COMMON_UNIFORMS	mobject/core	(('is_fixed_in_frame', 1), ('shading', 3), ('clip_plane0', 4), ('clip_plane1', 4), ('clip_plane2', 4), ('clip_plane3'...	manimlib.mobject.fractals	
constant	COMMON_UNIFORMS	mobject/core	(('is_fixed_in_frame', 1), ('shading', 3), ('clip_plane0', 4), ('clip_plane1', 4), ('clip_plane2', 4), ('clip_plane3'...	manimlib.mobject.mobject	
constant	COMMON_UNIFORMS	mobject/core	(('is_fixed_in_frame', 1), ('shading', 3), ('clip_plane0', 4), ('clip_plane1', 4), ('clip_plane2', 4), ('clip_plane3'...	manimlib.mobject.types.dot_cloud	
constant	COMMON_UNIFORMS	mobject/core	(('is_fixed_in_frame', 1), ('shading', 3), ('clip_plane0', 4), ('clip_plane1', 4), ('clip_plane2', 4), ('clip_plane3'...	manimlib.mobject.types.surface	
constant	COMMON_UNIFORMS	mobject/core	(('is_fixed_in_frame', 1), ('shading', 3), ('clip_plane0', 4), ('clip_plane1', 4), ('clip_plane2', 4), ('clip_plane3'...	manimlib.mobject.types.vectorized_mobject	
class	Checkbox	mobject/core	(value: 'bool' = True, value_type: 'np.dtype' = dtype('bool'), rect_kwargs: 'dict' = {'width': 0.5, 'height': 0.5, 'fill_opacity': 0.0}, checkmark_kwargs: 'dict' = {'stroke_color': '#83C167', 'stroke_width': 6}, cross_kwargs: 'dict' = {'stroke_color': '#FC6255', 'stroke_width': 6}, box_content_buff: 'float' = 0.1, **kwargs)	manimlib.mobject.interactive	Not meant to be displayed.  Instead the position encodes some
class	ColorSliders	mobject/core	(sliders_kwargs: 'dict' = {}, rect_kwargs: 'dict' = {'width': 2.0, 'height': 0.5, 'stroke_opacity': 1.0}, background_grid_kwargs: 'dict' = {'colors': ['#DDDDDD', '#888888'], 'single_square_len': 0.1}, sliders_buff: 'float' = 0.5, default_rgb_value: 'int' = 255, default_a_value: 'int' = 1, **kwargs)	manimlib.mobject.interactive	Mathematical Object
class	ComplexPlane	mobject/core	(x_range: 'RangeSpecifier' = (-8.0, 8.0, 1.0), y_range: 'RangeSpecifier' = (-4.0, 4.0, 1.0), background_line_style: 'dict' = {'stroke_color': '#29ABCA', 'stroke_width': 2, 'stroke_opacity': 1}, faded_line_style: 'dict' = {'stroke_width': 1, 'stroke_opacity': 0.25}, faded_line_ratio: 'int' = 4, make_smooth_after_applying_functions: 'bool' = True, **kwargs)	manimlib.mobject.coordinate_systems	Mathematical Object
class	ControlMobject	mobject/core	(value: 'float', *mobjects: 'Mobject', **kwargs)	manimlib.mobject.interactive	Not meant to be displayed.  Instead the position encodes some
class	ControlPanel	mobject/core	(*controls: 'ControlMobject', panel_kwargs: 'dict' = {'width': 3.5555555555555554, 'height': 8.25, 'fill_color': '#888888', 'fill_opacity': 1.0, 'stroke_width': 0.0}, opener_kwargs: 'dict' = {'width': 1.7777777777777777, 'height': 0.5, 'fill_color': '#888888', 'fill_opacity': 1.0}, opener_text_kwargs: 'dict' = {'text': 'Control Panel', 'font_size': 20}, **kwargs)	manimlib.mobject.interactive	Mathematical Object
class	CoordinateSystem	mobject/core	(x_range: 'RangeSpecifier' = (-8.0, 8.0, 1.0), y_range: 'RangeSpecifier' = (-4.0, 4.0, 1.0), num_sampled_graph_points_per_tick: 'int' = 5)	manimlib.mobject.coordinate_systems	Abstract class for Axes and NumberPlane
class	Cross	mobject/core	(mobject: 'Mobject', stroke_color: 'ManimColor' = '#FC6255', stroke_width: 'float | Sequence[float]' = [0, 6, 0], **kwargs)	manimlib.mobject.shape_matchers	Mathematical Object
class	CurvesAsSubmobjects	mobject/core	(vmobject: 'VMobject', **kwargs)	manimlib.mobject.types.vectorized_mobject	Mathematical Object
constant	DEFAULT_BUFF_RATIO	mobject/core	0.5	manimlib.mobject.types.dot_cloud	
constant	DEFAULT_DOT_RADIUS	mobject/core	0.05	manimlib.mobject.types.dot_cloud	
constant	DEFAULT_GLOW_DOT_RADIUS	mobject/core	0.2	manimlib.mobject.types.dot_cloud	
constant	DEFAULT_GRID_HEIGHT	mobject/core	6	manimlib.mobject.types.dot_cloud	
constant	DEFAULT_LIGHT_COLOR	mobject/core	'#BBBBBB'	manimlib.mobject.number_line	
constant	DEFAULT_MOBJECT_COLOR	mobject/core	'#FFFFFF'	manimlib.mobject.changing	
constant	DEFAULT_MOBJECT_COLOR	mobject/core	'#FFFFFF'	manimlib.mobject.coordinate_systems	
constant	DEFAULT_MOBJECT_COLOR	mobject/core	'#FFFFFF'	manimlib.mobject.interactive	
constant	DEFAULT_MOBJECT_COLOR	mobject/core	'#FFFFFF'	manimlib.mobject.mobject	
constant	DEFAULT_MOBJECT_COLOR	mobject/core	'#FFFFFF'	manimlib.mobject.numbers	
constant	DEFAULT_MOBJECT_COLOR	mobject/core	'#FFFFFF'	manimlib.mobject.shape_matchers	
constant	DEFAULT_MOBJECT_TO_EDGE_BUFF	mobject/core	0.5	manimlib.mobject.mobject	
constant	DEFAULT_MOBJECT_TO_MOBJECT_BUFF	mobject/core	0.25	manimlib.mobject.mobject	
constant	DEFAULT_STROKE_WIDTH	mobject/core	4.0	manimlib.mobject.types.vectorized_mobject	
constant	DEFAULT_VMOBJECT_FILL_COLOR	mobject/core	'#888888'	manimlib.mobject.types.vectorized_mobject	
constant	DEFAULT_VMOBJECT_STROKE_COLOR	mobject/core	'#DDDDDD'	manimlib.mobject.types.vectorized_mobject	
constant	DEFAULT_X_RANGE	mobject/core	(-8.0, 8.0, 1.0)	manimlib.mobject.coordinate_systems	
constant	DEFAULT_Y_RANGE	mobject/core	(-4.0, 4.0, 1.0)	manimlib.mobject.coordinate_systems	
constant	DEG	mobject/core	0.017453292519943295	manimlib.mobject.coordinate_systems	
constant	DEG	mobject/core	0.017453292519943295	manimlib.mobject.mobject_update_utils	
constant	DEG	mobject/core	0.017453292519943295	manimlib.mobject.number_line	
constant	DEG	mobject/core	0.017453292519943295	manimlib.mobject.types.vectorized_mobject	
constant	DL	mobject/core	array([-1., -1.,  0.])	manimlib.mobject.coordinate_systems	
constant	DL	mobject/core	array([-1., -1.,  0.])	manimlib.mobject.fractals	
constant	DL	mobject/core	array([-1., -1.,  0.])	manimlib.mobject.shape_matchers	
constant	DL	mobject/core	array([-1., -1.,  0.])	manimlib.mobject.types.image_mobject	
constant	DOWN	mobject/core	array([ 0., -1.,  0.])	manimlib.mobject.coordinate_systems	
constant	DOWN	mobject/core	array([ 0., -1.,  0.])	manimlib.mobject.interactive	
constant	DOWN	mobject/core	array([ 0., -1.,  0.])	manimlib.mobject.mobject	
constant	DOWN	mobject/core	array([ 0., -1.,  0.])	manimlib.mobject.number_line	
constant	DOWN	mobject/core	array([ 0., -1.,  0.])	manimlib.mobject.numbers	
constant	DOWN	mobject/core	array([ 0., -1.,  0.])	manimlib.mobject.probability	
constant	DOWN	mobject/core	array([ 0., -1.,  0.])	manimlib.mobject.shape_matchers	
constant	DR	mobject/core	array([ 1., -1.,  0.])	manimlib.mobject.coordinate_systems	
constant	DR	mobject/core	array([ 1., -1.,  0.])	manimlib.mobject.fractals	
constant	DR	mobject/core	array([ 1., -1.,  0.])	manimlib.mobject.shape_matchers	
constant	DR	mobject/core	array([ 1., -1.,  0.])	manimlib.mobject.types.image_mobject	
class	DashedVMobject	mobject/core	(vmobject: 'VMobject', num_dashes: 'int' = 15, positive_space_ratio: 'float' = 0.5, **kwargs)	manimlib.mobject.types.vectorized_mobject	Mathematical Object
class	DecimalNumber	mobject/core	(number: 'float | complex' = 0, color: 'ManimColor' = '#FFFFFF', stroke_width: 'float' = 0, fill_opacity: 'float' = 1.0, fill_border_width: 'float' = 0.5, num_decimal_places: 'int' = 2, min_total_width: 'Optional[int]' = 0, include_sign: 'bool' = False, group_with_commas: 'bool' = True, digit_buff_per_font_unit: 'float' = 0.001, show_ellipsis: 'bool' = False, unit: 'str | None' = None, include_background_rectangle: 'bool' = False, hide_zero_components_on_complex: 'bool' = True, edge_to_fix: 'Vect3' = array([-1.,  0.,  0.]), font_size: 'float' = 48, text_config: 'dict' = {}, **kwargs)	manimlib.mobject.numbers	Mathematical Object
class	Difference	mobject/core	(subject: 'VMobject', clip: 'VMobject', **kwargs)	manimlib.mobject.boolean_ops	Mathematical Object
class	DotCloud	mobject/core	(points: 'Vect3Array' = array([[0., 0., 0.]]), color: 'ManimColor' = '#888888', opacity: 'float' = 1.0, radius: 'float' = 0.05, glow_factor: 'float' = 0.0, anti_alias_width: 'float' = 2.0, **kwargs)	manimlib.mobject.types.dot_cloud	Mathematical Object
constant	EPSILON	mobject/core	1e-08	manimlib.mobject.coordinate_systems	
constant	EPSILON	mobject/core	0.0001	manimlib.mobject.probability	
class	EnableDisableButton	mobject/core	(value: 'bool' = True, value_type: 'np.dtype' = dtype('bool'), rect_kwargs: 'dict' = {'width': 0.5, 'height': 0.5, 'fill_opacity': 1.0}, enable_color: 'ManimColor' = '#83C167', disable_color: 'ManimColor' = '#FC6255', **kwargs)	manimlib.mobject.interactive	Not meant to be displayed.  Instead the position encodes some
class	Exclusion	mobject/core	(*vmobjects: 'VMobject', **kwargs)	manimlib.mobject.boolean_ops	Mathematical Object
constant	FRAME_HEIGHT	mobject/core	8.0	manimlib.mobject.frame	
constant	FRAME_HEIGHT	mobject/core	8.0	manimlib.mobject.interactive	
constant	FRAME_WIDTH	mobject/core	14.222222222222221	manimlib.mobject.interactive	
constant	FRAME_X_RADIUS	mobject/core	7.111111111111111	manimlib.mobject.coordinate_systems	
constant	FRAME_X_RADIUS	mobject/core	7.111111111111111	manimlib.mobject.functions	
constant	FRAME_X_RADIUS	mobject/core	7.111111111111111	manimlib.mobject.mobject	
constant	FRAME_Y_RADIUS	mobject/core	4.0	manimlib.mobject.coordinate_systems	
constant	FRAME_Y_RADIUS	mobject/core	4.0	manimlib.mobject.functions	
constant	FRAME_Y_RADIUS	mobject/core	4.0	manimlib.mobject.mobject	
class	FullScreenFadeRectangle	mobject/core	(stroke_width: 'float' = 0.0, fill_color: 'ManimColor' = '#000000', fill_opacity: 'float' = 0.7, **kwargs)	manimlib.mobject.frame	Creates a rectangle at the center of the screen.
class	FullScreenRectangle	mobject/core	(height: 'float' = 8.0, fill_color: 'ManimColor' = '#222222', fill_opacity: 'float' = 1, stroke_width: 'float' = 0, **kwargs)	manimlib.mobject.frame	Creates a rectangle at the center of the screen.
class	FunctionGraph	mobject/core	(function: 'Callable[[float], float]', x_range: 'Tuple[float, float, float]' = (-8, 8, 0.25), color: 'ManimColor' = '#FFFF00', **kwargs)	manimlib.mobject.functions	Mathematical Object
constant	GRADIENT_POINT_KEYS	mobject/core	['gradient_start', 'gradient_end']	manimlib.mobject.types.vectorized_mobject	
constant	GREEN	mobject/core	'#83C167'	manimlib.mobject.coordinate_systems	
constant	GREEN	mobject/core	'#83C167'	manimlib.mobject.interactive	
constant	GREEN_E	mobject/core	'#699C52'	manimlib.mobject.probability	
constant	GREY	mobject/core	'#888888'	manimlib.mobject.types.surface	
constant	GREY_A	mobject/core	'#DDDDDD'	manimlib.mobject.coordinate_systems	
constant	GREY_A	mobject/core	'#DDDDDD'	manimlib.mobject.interactive	
constant	GREY_A	mobject/core	'#DDDDDD'	manimlib.mobject.types.vectorized_mobject	
constant	GREY_B	mobject/core	'#BBBBBB'	manimlib.mobject.probability	
constant	GREY_BROWN	mobject/core	'#736357'	manimlib.mobject.changing	
constant	GREY_C	mobject/core	'#888888'	manimlib.mobject.interactive	
constant	GREY_C	mobject/core	'#888888'	manimlib.mobject.types.dot_cloud	
constant	GREY_C	mobject/core	'#888888'	manimlib.mobject.types.vectorized_mobject	
constant	GREY_D	mobject/core	'#444444'	manimlib.mobject.probability	
constant	GREY_E	mobject/core	'#222222'	manimlib.mobject.frame	
constant	GREY_E	mobject/core	'#222222'	manimlib.mobject.types.vectorized_mobject	
class	GlowDot	mobject/core	(center: 'Vect3' = array([0., 0., 0.]), **kwargs)	manimlib.mobject.types.dot_cloud	Mathematical Object
class	GlowDots	mobject/core	(points: 'Vect3Array' = array([[0., 0., 0.]]), color: 'ManimColor' = '#FFFF00', radius: 'float' = 0.2, glow_factor: 'float' = 2.0, **kwargs)	manimlib.mobject.types.dot_cloud	Mathematical Object
class	Group	mobject/core	(*mobjects: 'SubmobjectType | Iterable[SubmobjectType]', **kwargs)	manimlib.mobject.mobject	Mathematical Object
constant	IN	mobject/core	array([ 0.,  0., -1.])	manimlib.mobject.mobject	
class	ImageMobject	mobject/core	(filename: 'str', height: 'float' = 4.0, **kwargs)	manimlib.mobject.types.image_mobject	Mathematical Object
class	ImplicitFunction	mobject/core	(func: 'Callable[[float, float], float]', x_range: 'Tuple[float, float]' = (-7.111111111111111, 7.111111111111111), y_range: 'Tuple[float, float]' = (-4.0, 4.0), min_depth: 'int' = 5, max_quads: 'int' = 1500, use_smoothing: 'bool' = False, **kwargs)	manimlib.mobject.functions	Mathematical Object
class	Integer	mobject/core	(number: 'int' = 0, num_decimal_places: 'int' = 0, **kwargs)	manimlib.mobject.numbers	Mathematical Object
class	Intersection	mobject/core	(*vmobjects: 'VMobject', **kwargs)	manimlib.mobject.boolean_ops	Mathematical Object
class	JuliaFractal	mobject/core	(plane: 'CoordinateSystem', parameter: 'complex' = 0j, n_steps: 'int' = 100, **kwargs)	manimlib.mobject.fractals	The Julia set of z -> z^2 + c for one fixed c: which starting points stay bounded, where
constant	LEFT	mobject/core	array([-1.,  0.,  0.])	manimlib.mobject.coordinate_systems	
constant	LEFT	mobject/core	array([-1.,  0.,  0.])	manimlib.mobject.interactive	
constant	LEFT	mobject/core	array([-1.,  0.,  0.])	manimlib.mobject.mobject	
constant	LEFT	mobject/core	array([-1.,  0.,  0.])	manimlib.mobject.number_line	
constant	LEFT	mobject/core	array([-1.,  0.,  0.])	manimlib.mobject.numbers	
constant	LEFT	mobject/core	array([-1.,  0.,  0.])	manimlib.mobject.probability	
constant	LEFT	mobject/core	array([-1.,  0.,  0.])	manimlib.mobject.shape_matchers	
class	LinearNumberSlider	mobject/core	(value: 'float' = 0, value_type: 'type' = <class 'numpy.float64'>, min_value: 'float' = -10.0, max_value: 'float' = 10.0, step: 'float' = 1.0, rounded_rect_kwargs: 'dict' = {'height': 0.075, 'width': 2, 'corner_radius': 0.0375}, circle_kwargs: 'dict' = {'radius': 0.1, 'stroke_color': '#DDDDDD', 'fill_color': '#DDDDDD', 'fill_opacity': 1.0}, **kwargs)	manimlib.mobject.interactive	Not meant to be displayed.  Instead the position encodes some
constant	MANDELBROT_COLORS	mobject/core	['#00065c', '#061e7e', '#0c37a0', '#205abc', '#4287d3', '#D9EDE4', '#F0F9E4', '#BA9F6A', '#573706']	manimlib.mobject.fractals	
constant	MAROON_B	mobject/core	'#EC92AB'	manimlib.mobject.probability	
constant	MAX_DEGREE	mobject/core	5	manimlib.mobject.fractals	
constant	MED_LARGE_BUFF	mobject/core	0.5	manimlib.mobject.interactive	
constant	MED_LARGE_BUFF	mobject/core	0.5	manimlib.mobject.probability	
constant	MED_SMALL_BUFF	mobject/core	0.25	manimlib.mobject.coordinate_systems	
constant	MED_SMALL_BUFF	mobject/core	0.25	manimlib.mobject.interactive	
constant	MED_SMALL_BUFF	mobject/core	0.25	manimlib.mobject.mobject	
constant	MED_SMALL_BUFF	mobject/core	0.25	manimlib.mobject.number_line	
constant	MED_SMALL_BUFF	mobject/core	0.25	manimlib.mobject.probability	
class	MandelbrotFractal	mobject/core	(plane: 'CoordinateSystem', colors: 'Sequence[ManimColor]' = ['#00065c', '#061e7e', '#0c37a0', '#205abc', '#4287d3', '#D9EDE4', '#F0F9E4', '#BA9F6A', '#573706'], n_steps: 'int' = 300, parameter: 'complex' = 0j, opacity: 'float' = 1.0, mandelbrot: 'bool' = True, **kwargs)	manimlib.mobject.fractals	The Mandelbrot set: which starting points c leave the iteration z -> z^2 + c bounded,
class	MetaNewtonFractal	mobject/core	(plane: 'CoordinateSystem', fixed_roots: 'Sequence[complex]' = (-1, 1), n_steps: 'int' = 300, black_for_cycles: 'bool' = True, **kwargs)	manimlib.mobject.fractals	Which cubics Newton's method finds a root of at all: two of the three roots are held
class	Mobject	mobject/core	(color: 'ManimColor' = '#FFFFFF', opacity: 'float' = 1.0, shading: 'Tuple[float, float, float]' = (0.0, 0.0, 0.0), texture_paths: 'dict[str, str] | None' = None, is_fixed_in_frame: 'bool' = False, depth_test: 'bool' = False, z_index: 'int' = 0)	manimlib.mobject.mobject	Mathematical Object
class	MotionMobject	mobject/core	(mobject: 'Mobject', **kwargs)	manimlib.mobject.interactive	You could hold and drag this object to any position
constant	NEWTON_ROOT_COLORS	mobject/core	['#440154', '#3b528b', '#21908c', '#5dc963', '#29abca']	manimlib.mobject.fractals	
constant	NULL_POINTS	mobject/core	array([[0., 0., 0.]])	manimlib.mobject.types.dot_cloud	
constant	N_MANDELBROT_COLORS	mobject/core	9	manimlib.mobject.fractals	
class	NewtonFractal	mobject/core	(plane: 'CoordinateSystem', coefs: 'Sequence[complex]' = (-1.0, 0.0, 0.0, 1.0), roots: 'Sequence[complex] | None' = None, colors: 'Sequence[ManimColor]' = ['#440154', '#3b528b', '#21908c', '#5dc963', '#29abca'], n_steps: 'int' = 30, julia_highlight: 'float' = 0.0, saturation_factor: 'float' = 0.0, opacity: 'float' = 1.0, black_for_cycles: 'bool' = False, is_parameter_space: 'bool' = False, **kwargs)	manimlib.mobject.fractals	Newton's method run from every pixel of a plane, each colored by which root it converged
class	NumberLine	mobject/core	(x_range: 'RangeSpecifier' = (-8, 8, 1), color: 'ManimColor' = '#BBBBBB', stroke_width: 'float' = 2.0, unit_size: 'float' = 1.0, width: 'Optional[float]' = None, include_ticks: 'bool' = True, tick_size: 'float' = 0.1, longer_tick_multiple: 'float' = 1.5, tick_offset: 'float' = 0.0, big_tick_spacing: 'Optional[float]' = None, big_tick_numbers: 'list[float]' = [], include_numbers: 'bool' = False, line_to_number_direction: 'Vect3' = array([ 0., -1.,  0.]), line_to_number_buff: 'float' = 0.25, include_tip: 'bool' = False, tip_config: 'dict' = {'width': 0.25, 'length': 0.25}, decimal_number_config: 'dict' = {'num_decimal_places': 0, 'font_size': 36}, numbers_to_exclude: 'list | None' = None, **kwargs)	manimlib.mobject.number_line	Creates a line joining the points "start" and "end".
class	NumberPlane	mobject/core	(x_range: 'RangeSpecifier' = (-8.0, 8.0, 1.0), y_range: 'RangeSpecifier' = (-4.0, 4.0, 1.0), background_line_style: 'dict' = {'stroke_color': '#29ABCA', 'stroke_width': 2, 'stroke_opacity': 1}, faded_line_style: 'dict' = {'stroke_width': 1, 'stroke_opacity': 0.25}, faded_line_ratio: 'int' = 4, make_smooth_after_applying_functions: 'bool' = True, **kwargs)	manimlib.mobject.coordinate_systems	Mathematical Object
constant	ORIGIN	mobject/core	array([0., 0., 0.])	manimlib.mobject.coordinate_systems	
constant	ORIGIN	mobject/core	array([0., 0., 0.])	manimlib.mobject.interactive	
constant	ORIGIN	mobject/core	array([0., 0., 0.])	manimlib.mobject.mobject	
constant	ORIGIN	mobject/core	array([0., 0., 0.])	manimlib.mobject.types.dot_cloud	
