kind	name	category	signature	module	doc
class	AnimatedBoundary	animation/changing	(vmobject: 'VMobject', colors: 'Sequence[ParsableManimColor]' = [ManimColor('#29ABCA'), ManimColor('#9CDCEB'), ManimColor('#236B8E'), ManimColor('#736357')], max_stroke_width: 'float' = 3, cycle_rate: 'float' = 0.5, back_and_forth: 'bool' = True, draw_rate_func: 'RateFunction' = <function smooth at 0x713b879e5e40>, fade_rate_func: 'RateFunction' = <function smooth at 0x713b879e5e40>, **kwargs: 'Any')	manim.animation.changing	Boundary of a :class:`.VMobject` with animated color change.
constant	BLUE_B	animation/changing	ManimColor('#9CDCEB')	manim.animation.changing	
constant	BLUE_D	animation/changing	ManimColor('#29ABCA')	manim.animation.changing	
constant	BLUE_E	animation/changing	ManimColor('#236B8E')	manim.animation.changing	
constant	GREY_BROWN	animation/changing	ManimColor('#736357')	manim.animation.changing	
class	TracedPath	animation/changing	(traced_point_func: 'Callable', stroke_width: 'float' = 2, stroke_color: 'ParsableManimColor | None' = ManimColor('#FFFFFF'), dissipating_time: 'float | None' = None, **kwargs: 'Any') -> 'None'	manim.animation.changing	Traces the path of a point returned by a function call.
constant	WHITE	animation/changing	ManimColor('#FFFFFF')	manim.animation.changing	
class	AnimationGroup	animation/composition	(*animations: 'Animation | Iterable[Animation]', group: 'Group | VGroup | OpenGLGroup | OpenGLVGroup | None' = None, run_time: 'float | None' = None, rate_func: 'Callable[[float], float]' = <function linear at 0x713b879e5d00>, lag_ratio: 'float' = 0, **kwargs: 'Any')	manim.animation.composition	Plays a group or series of :class:`~.Animation`.
constant	DEFAULT_LAGGED_START_LAG_RATIO	animation/composition	0.05	manim.animation.composition	
class	LaggedStart	animation/composition	(*animations: 'Animation', lag_ratio: 'float' = 0.05, **kwargs: 'Any')	manim.animation.composition	Adjusts the timing of a series of :class:`~.Animation` according to ``lag_ratio``.
class	LaggedStartMap	animation/composition	(animation_class: 'type[Animation]', mobject: 'Mobject', arg_creator: 'Callable[[Mobject], Iterable[Any]] | None' = None, run_time: 'float' = 2, lag_ratio: 'float' = 0.05, **kwargs: 'Any')	manim.animation.composition	Plays a series of :class:`~.Animation` while mapping a function to submobjects.
class	Succession	animation/composition	(*animations: 'Animation', lag_ratio: 'float' = 1, **kwargs: 'Any')	manim.animation.composition	Plays a series of animations in succession.
constant	TYPE_CHECKING	animation/composition	False	manim.animation.composition	
class	Add	animation/core	(*mobjects: 'Mobject', run_time: 'float' = 0.0, **kwargs: 'Any') -> 'None'	manim.animation.animation	Add Mobjects to a scene, without animating them in any other way. This
class	Animation	animation/core	(mobject=None, *args, use_override=True, **kwargs) -> 'Self'	manim.animation.animation	An animation.
constant	DEFAULT_ANIMATION_LAG_RATIO	animation/core	0.0	manim.animation.animation	
constant	DEFAULT_ANIMATION_RUN_TIME	animation/core	1.0	manim.animation.animation	
constant	TYPE_CHECKING	animation/core	False	manim.animation.animation	
class	Wait	animation/core	(run_time: 'float' = 1, stop_condition: 'Callable[[], bool] | None' = None, frozen_frame: 'bool | None' = None, rate_func: 'Callable[[float], float]' = <function linear at 0x713b879e5d00>, **kwargs)	manim.animation.animation	A "no operation" animation.
function	override_animation	animation/core	(animation_class: 'type[Animation]') -> 'Callable[[Callable], Callable]'	manim.animation.animation	Decorator used to mark methods as overrides for specific :class:`~.Animation` types.
function	prepare_animation	animation/core	(anim: 'Animation | mobject._AnimationBuilder | opengl_mobject._AnimationBuilder') -> 'Animation'	manim.animation.animation	Returns either an unchanged animation, or the animation built
class	AddTextLetterByLetter	animation/creation	(text: 'Text', suspend_mobject_updating: 'bool' = False, int_func: 'Callable[[np.ndarray], np.ndarray]' = <ufunc 'ceil'>, rate_func: 'Callable[[float], float]' = <function linear at 0x713b879e5d00>, time_per_char: 'float' = 0.1, run_time: 'float | None' = None, reverse_rate_function=False, introducer=True, **kwargs) -> 'None'	manim.animation.creation	Show a :class:`~.Text` letter by letter on the scene.
class	AddTextWordByWord	animation/creation	(text_mobject: 'Text', run_time: 'float' = None, time_per_char: 'float' = 0.06, **kwargs) -> 'None'	manim.animation.creation	Show a :class:`~.Text` word by word on the scene. Note: currently broken.
class	Create	animation/creation	(mobject: 'VMobject | OpenGLVMobject | OpenGLSurface', lag_ratio: 'float' = 1.0, introducer: 'bool' = True, **kwargs) -> 'None'	manim.animation.creation	Incrementally show a VMobject.
class	DrawBorderThenFill	animation/creation	(vmobject: 'VMobject | OpenGLVMobject', run_time: 'float' = 2, rate_func: 'Callable[[float], float]' = <function double_smooth at 0x713b879e6700>, stroke_width: 'float' = 2, stroke_color: 'str' = None, introducer: 'bool' = True, **kwargs) -> 'None'	manim.animation.creation	Draw the border first and then show the fill.
constant	RIGHT	animation/creation	array([1., 0., 0.])	manim.animation.creation	
class	RemoveTextLetterByLetter	animation/creation	(text: 'Text', suspend_mobject_updating: 'bool' = False, int_func: 'Callable[[np.ndarray], np.ndarray]' = <ufunc 'ceil'>, rate_func: 'Callable[[float], float]' = <function linear at 0x713b879e5d00>, time_per_char: 'float' = 0.1, run_time: 'float | None' = None, reverse_rate_function=True, introducer=False, remover=True, **kwargs) -> 'None'	manim.animation.creation	Remove a :class:`~.Text` letter by letter from the scene.
class	ShowIncreasingSubsets	animation/creation	(group: 'Mobject', suspend_mobject_updating: 'bool' = False, int_func: 'Callable[[np.ndarray], np.ndarray]' = <ufunc 'floor'>, reverse_rate_function=False, **kwargs) -> 'None'	manim.animation.creation	Show one submobject at a time, leaving all previous ones displayed on screen.
class	ShowPartial	animation/creation	(mobject: 'VMobject | OpenGLVMobject | OpenGLSurface | None', **kwargs)	manim.animation.creation	Abstract class for Animations that show the VMobject partially.
class	ShowSubmobjectsOneByOne	animation/creation	(group: 'Iterable[Mobject]', int_func: 'Callable[[np.ndarray], np.ndarray]' = <ufunc 'ceil'>, **kwargs) -> 'None'	manim.animation.creation	Show one submobject at a time, removing all previously displayed ones from screen.
class	SpiralIn	animation/creation	(shapes: 'Mobject', scale_factor: 'float' = 8, fade_in_fraction=0.3, **kwargs) -> 'None'	manim.animation.creation	Create the Mobject with sub-Mobjects flying in on spiral trajectories.
constant	TAU	animation/creation	6.283185307179586	manim.animation.creation	
constant	TYPE_CHECKING	animation/creation	False	manim.animation.creation	
class	TypeWithCursor	animation/creation	(text: 'Text', cursor: 'Mobject', buff: 'float' = 0.1, keep_cursor_y: 'bool' = True, leave_cursor_on: 'bool' = True, time_per_char: 'float' = 0.1, reverse_rate_function=False, introducer=True, **kwargs) -> 'None'	manim.animation.creation	Similar to :class:`~.AddTextLetterByLetter` , but with an additional cursor mobject at the end.
class	Uncreate	animation/creation	(mobject: 'VMobject | OpenGLVMobject', reverse_rate_function: 'bool' = True, remover: 'bool' = True, **kwargs) -> 'None'	manim.animation.creation	Like :class:`Create` but in reverse.
class	UntypeWithCursor	animation/creation	(text: 'Text', cursor: 'VMobject | None' = None, time_per_char: 'float' = 0.1, reverse_rate_function=True, introducer=False, remover=True, **kwargs) -> 'None'	manim.animation.creation	Similar to :class:`~.RemoveTextLetterByLetter` , but with an additional cursor mobject at the end.
class	Unwrite	animation/creation	(vmobject: 'VMobject', rate_func: 'Callable[[float], float]' = <function linear at 0x713b879e5d00>, reverse: 'bool' = True, **kwargs) -> 'None'	manim.animation.creation	Simulate erasing by hand a :class:`~.Text` or a :class:`~.VMobject`.
class	Write	animation/creation	(vmobject: 'VMobject | OpenGLVMobject', rate_func: 'Callable[[float], float]' = <function linear at 0x713b879e5d00>, reverse: 'bool' = False, **kwargs) -> 'None'	manim.animation.creation	Simulate hand-writing a :class:`~.Text` or hand-drawing a :class:`~.VMobject`.
class	FadeIn	animation/fading	(*mobjects: 'Mobject', **kwargs: 'Any') -> 'None'	manim.animation.fading	Fade in :class:`~.Mobject` s.
class	FadeOut	animation/fading	(*mobjects: 'Mobject', **kwargs: 'Any') -> 'None'	manim.animation.fading	Fade out :class:`~.Mobject` s.
constant	ORIGIN	animation/fading	array([0., 0., 0.])	manim.animation.fading	
class	GrowArrow	animation/growing	(arrow: 'Arrow', point_color: 'ParsableManimColor | None' = None, **kwargs: 'Any')	manim.animation.growing	Introduce an :class:`~.Arrow` by growing it from its start toward its tip.
class	GrowFromCenter	animation/growing	(mobject: 'Mobject', point_color: 'ParsableManimColor | None' = None, **kwargs: 'Any')	manim.animation.growing	Introduce an :class:`~.Mobject` by growing it from its center.
class	GrowFromEdge	animation/growing	(mobject: 'Mobject', edge: 'Vector3DLike', point_color: 'ParsableManimColor | None' = None, **kwargs: 'Any')	manim.animation.growing	Introduce an :class:`~.Mobject` by growing it from one of its bounding box edges.
class	GrowFromPoint	animation/growing	(mobject: 'Mobject', point: 'Point3DLike', point_color: 'ParsableManimColor | None' = None, **kwargs: 'Any')	manim.animation.growing	Introduce an :class:`~.Mobject` by growing it from a point.
constant	PI	animation/growing	3.141592653589793	manim.animation.growing	
class	SpinInFromNothing	animation/growing	(mobject: 'Mobject', angle: 'float' = 1.5707963267948966, point_color: 'ParsableManimColor | None' = None, **kwargs: 'Any')	manim.animation.growing	Introduce an :class:`~.Mobject` spinning and growing it from its center.
constant	TYPE_CHECKING	animation/growing	False	manim.animation.growing	
class	ApplyWave	animation/indication	(mobject: 'Mobject', direction: 'Vector3DLike' = array([0., 1., 0.]), amplitude: 'float' = 0.2, wave_func: 'RateFunction' = <function smooth at 0x713b879e5e40>, time_width: 'float' = 1, ripples: 'int' = 1, run_time: 'float' = 2, **kwargs: 'Any')	manim.animation.indication	Send a wave through the Mobject distorting it temporarily.
constant	BOLD	animation/indication	'BOLD'	manim.animation.indication	
constant	BOOK	animation/indication	'BOOK'	manim.animation.indication	
class	Blink	animation/indication	(mobject: 'Mobject', time_on: 'float' = 0.5, time_off: 'float' = 0.5, blinks: 'int' = 1, hide_at_end: 'bool' = False, **kwargs: 'Any')	manim.animation.indication	Blink the mobject.
constant	CHOOSE_NUMBER_MESSAGE	animation/indication	'\nChoose number corresponding to desired scene/arguments.\n(Use comma separated list for multiple entries or use "*"...	manim.animation.indication	
constant	CONTEXT_SETTINGS	animation/indication	{'align_option_groups': True, 'align_sections': True, 'show_constraints': True}	manim.animation.indication	
constant	CTRL_VALUE	animation/indication	65507	manim.animation.indication	
class	Circumscribe	animation/indication	(mobject: 'Mobject', shape: 'type[Rectangle] | type[Circle]' = <class 'manim.mobject.geometry.polygram.Rectangle'>, fade_in: 'bool' = False, fade_out: 'bool' = False, time_width: 'float' = 0.3, buff: 'float' = 0.1, color: 'ParsableManimColor' = ManimColor('#FFFF00'), run_time: 'float' = 1, stroke_width: 'float' = 4, **kwargs: 'Any')	manim.animation.indication	Draw a temporary line surrounding the mobject.
constant	DEFAULT_ARROW_TIP_LENGTH	animation/indication	0.35	manim.animation.indication	
constant	DEFAULT_DASH_LENGTH	animation/indication	0.05	manim.animation.indication	
constant	DEFAULT_DOT_RADIUS	animation/indication	0.08	manim.animation.indication	
constant	DEFAULT_FONT_SIZE	animation/indication	48	manim.animation.indication	
constant	DEFAULT_MOBJECT_TO_EDGE_BUFFER	animation/indication	0.5	manim.animation.indication	
constant	DEFAULT_MOBJECT_TO_MOBJECT_BUFFER	animation/indication	0.25	manim.animation.indication	
constant	DEFAULT_POINTWISE_FUNCTION_RUN_TIME	animation/indication	3.0	manim.animation.indication	
constant	DEFAULT_POINT_DENSITY_1D	animation/indication	10	manim.animation.indication	
constant	DEFAULT_POINT_DENSITY_2D	animation/indication	25	manim.animation.indication	
constant	DEFAULT_QUALITY	animation/indication	'high_quality'	manim.animation.indication	
constant	DEFAULT_SMALL_DOT_RADIUS	animation/indication	0.04	manim.animation.indication	
constant	DEFAULT_STROKE_WIDTH	animation/indication	4	manim.animation.indication	
constant	DEFAULT_WAIT_TIME	animation/indication	1.0	manim.animation.indication	
constant	DEGREES	animation/indication	0.017453292519943295	manim.animation.indication	
constant	DL	animation/indication	array([-1., -1.,  0.])	manim.animation.indication	
constant	DOWN	animation/indication	array([ 0., -1.,  0.])	manim.animation.indication	
constant	DR	animation/indication	array([ 1., -1.,  0.])	manim.animation.indication	
constant	EPILOG	animation/indication	'Made with <3 by Manim Community developers.'	manim.animation.indication	
class	Flash	animation/indication	(point: 'Point3DLike | Mobject', line_length: 'float' = 0.2, num_lines: 'int' = 12, flash_radius: 'float' = 0.1, line_stroke_width: 'int' = 3, color: 'ParsableManimColor' = ManimColor('#FFFF00'), time_width: 'float' = 1, run_time: 'float' = 1.0, **kwargs: 'Any')	manim.animation.indication	Send out lines in all directions.
class	FocusOn	animation/indication	(focus_point: 'Point3DLike | Mobject', opacity: 'float' = 0.2, color: 'ParsableManimColor' = ManimColor('#888888'), run_time: 'float' = 2, **kwargs: 'Any')	manim.animation.indication	Shrink a spotlight to a position.
constant	GREY	animation/indication	ManimColor('#888888')	manim.animation.indication	
constant	HEAVY	animation/indication	'HEAVY'	manim.animation.indication	
constant	IN	animation/indication	array([ 0.,  0., -1.])	manim.animation.indication	
constant	INVALID_NUMBER_MESSAGE	animation/indication	'Invalid scene numbers have been specified. Aborting.'	manim.animation.indication	
constant	ITALIC	animation/indication	'ITALIC'	manim.animation.indication	
class	Indicate	animation/indication	(mobject: 'Mobject', scale_factor: 'float' = 1.2, color: 'ParsableManimColor' = ManimColor('#FFFF00'), rate_func: 'RateFunction' = <function there_and_back at 0x713b879e6840>, **kwargs: 'Any')	manim.animation.indication	Indicate a Mobject by temporarily resizing and recoloring it.
constant	LARGE_BUFF	animation/indication	1	manim.animation.indication	
constant	LEFT	animation/indication	array([-1.,  0.,  0.])	manim.animation.indication	
constant	LIGHT	animation/indication	'LIGHT'	manim.animation.indication	
constant	MEDIUM	animation/indication	'MEDIUM'	manim.animation.indication	
constant	MED_LARGE_BUFF	animation/indication	0.5	manim.animation.indication	
constant	MED_SMALL_BUFF	animation/indication	0.25	manim.animation.indication	
constant	NORMAL	animation/indication	'NORMAL'	manim.animation.indication	
constant	NO_SCENE_MESSAGE	animation/indication	'\n   There are no scenes inside that module\n'	manim.animation.indication	
constant	OBLIQUE	animation/indication	'OBLIQUE'	manim.animation.indication	
constant	ORIGIN	animation/indication	array([0., 0., 0.])	manim.animation.indication	
constant	OUT	animation/indication	array([0., 0., 1.])	manim.animation.indication	
constant	PI	animation/indication	3.141592653589793	manim.animation.indication	
constant	PURE_YELLOW	animation/indication	ManimColor('#FFFF00')	manim.animation.indication	
constant	QUALITIES	animation/indication	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.animation.indication	
constant	RESAMPLING_ALGORITHMS	animation/indication	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.animation.indication	
constant	RIGHT	animation/indication	array([1., 0., 0.])	manim.animation.indication	
constant	SCALE_FACTOR_PER_FONT_POINT	animation/indication	0.0010416666666666667	manim.animation.indication	
constant	SCENE_NOT_FOUND_MESSAGE	animation/indication	'\n   {} is not in the script\n'	manim.animation.indication	
constant	SEMIBOLD	animation/indication	'SEMIBOLD'	manim.animation.indication	
constant	SEMILIGHT	animation/indication	'SEMILIGHT'	manim.animation.indication	
constant	SHIFT_VALUE	animation/indication	65505	manim.animation.indication	
constant	SMALL_BUFF	animation/indication	0.1	manim.animation.indication	
constant	START_X	animation/indication	30	manim.animation.indication	
constant	START_Y	animation/indication	20	manim.animation.indication	
class	ShowPassingFlash	animation/indication	(mobject: 'VMobject', time_width: 'float' = 0.1, **kwargs: 'Any') -> 'None'	manim.animation.indication	Show only a sliver of the VMobject each frame.
class	ShowPassingFlashWithThinningStrokeWidth	animation/indication	(vmobject: 'VMobject', n_segments: 'int' = 10, time_width: 'float' = 0.1, remover: 'bool' = True, **kwargs: 'Any')	manim.animation.indication	Plays a group or series of :class:`~.Animation`.
constant	TAU	animation/indication	6.283185307179586	manim.animation.indication	
constant	THIN	animation/indication	'THIN'	manim.animation.indication	
constant	UL	animation/indication	array([-1.,  1.,  0.])	manim.animation.indication	
constant	ULTRABOLD	animation/indication	'ULTRABOLD'	manim.animation.indication	
constant	ULTRAHEAVY	animation/indication	'ULTRAHEAVY'	manim.animation.indication	
constant	ULTRALIGHT	animation/indication	'ULTRALIGHT'	manim.animation.indication	
constant	UP	animation/indication	array([0., 1., 0.])	manim.animation.indication	
constant	UR	animation/indication	array([1., 1., 0.])	manim.animation.indication	
class	Wiggle	animation/indication	(mobject: 'Mobject', scale_value: 'float' = 1.1, rotation_angle: 'float' = 0.06283185307179587, n_wiggles: 'int' = 6, scale_about_point: 'Point3DLike | None' = None, rotate_about_point: 'Point3DLike | None' = None, run_time: 'float' = 2, **kwargs: 'Any')	manim.animation.indication	Wiggle a Mobject.
constant	X_AXIS	animation/indication	array([1., 0., 0.])	manim.animation.indication	
constant	Y_AXIS	animation/indication	array([0., 1., 0.])	manim.animation.indication	
constant	Z_AXIS	animation/indication	array([0., 0., 1.])	manim.animation.indication	
class	ComplexHomotopy	animation/movement	(complex_homotopy: 'Callable[[complex, float], float]', mobject: 'Mobject', **kwargs: 'Any')	manim.animation.movement	A Homotopy.
class	Homotopy	animation/movement	(homotopy: 'Callable[[float, float, float, float], tuple[float, float, float]]', mobject: 'Mobject', run_time: 'float' = 3, apply_function_kwargs: 'dict[str, Any] | None' = None, **kwargs: 'Any')	manim.animation.movement	A Homotopy.
class	MoveAlongPath	animation/movement	(mobject: 'Mobject', path: 'VMobject', suspend_mobject_updating: 'bool' = False, **kwargs: 'Any')	manim.animation.movement	Make one mobject move along the path of another mobject.
class	PhaseFlow	animation/movement	(function: 'Callable[[np.ndarray], np.ndarray]', mobject: 'Mobject', virtual_time: 'float' = 1, suspend_mobject_updating: 'bool' = False, rate_func: 'RateFunction' = <function linear at 0x713b879e5d00>, **kwargs: 'Any')	manim.animation.movement	An animation.
class	SmoothedVectorizedHomotopy	animation/movement	(homotopy: 'Callable[[float, float, float, float], tuple[float, float, float]]', mobject: 'Mobject', run_time: 'float' = 3, apply_function_kwargs: 'dict[str, Any] | None' = None, **kwargs: 'Any')	manim.animation.movement	A Homotopy.
constant	TYPE_CHECKING	animation/movement	False	manim.animation.movement	
class	ChangeDecimalToValue	animation/numbers	(decimal_mob: 'DecimalNumber', target_number: 'int', **kwargs: 'Any') -> 'None'	manim.animation.numbers	Animate a :class:`~.DecimalNumber` to a target value using linear interpolation.
class	ChangingDecimal	animation/numbers	(decimal_mob: 'DecimalNumber', number_update_func: 'Callable[[float], float]', suspend_mobject_updating: 'bool' = False, **kwargs: 'Any') -> 'None'	manim.animation.numbers	Animate a :class:`~.DecimalNumber` to values specified by a user-supplied function.
constant	OUT	animation/rotation	array([0., 0., 1.])	manim.animation.rotation	
constant	PI	animation/rotation	3.141592653589793	manim.animation.rotation	
class	Rotate	animation/rotation	(mobject: 'Mobject', angle: 'float' = 3.141592653589793, axis: 'Vector3DLike' = array([0., 0., 1.]), about_point: 'Point3DLike | None' = None, about_edge: 'Vector3DLike | None' = None, **kwargs: 'Any') -> 'None'	manim.animation.rotation	Animation that rotates a Mobject.
class	Rotating	animation/rotation	(mobject: 'Mobject', angle: 'float' = 6.283185307179586, axis: 'Vector3DLike' = array([0., 0., 1.]), about_point: 'Point3DLike | None' = None, about_edge: 'Vector3DLike | None' = None, run_time: 'float' = 5, rate_func: 'Callable[[float], float]' = <function linear at 0x713b879e5d00>, **kwargs: 'Any') -> 'None'	manim.animation.rotation	Animation that rotates a Mobject.
constant	TAU	animation/rotation	6.283185307179586	manim.animation.rotation	
constant	TYPE_CHECKING	animation/rotation	False	manim.animation.rotation	
constant	BOLD	animation/specialized	'BOLD'	manim.animation.specialized	
constant	BOOK	animation/specialized	'BOOK'	manim.animation.specialized	
class	Broadcast	animation/specialized	(mobject: 'Mobject', focal_point: 'Sequence[float]' = array([0., 0., 0.]), n_mobs: 'int' = 5, initial_opacity: 'float' = 1, final_opacity: 'float' = 0, initial_width: 'float' = 0.0, remover: 'bool' = True, lag_ratio: 'float' = 0.2, run_time: 'float' = 3, **kwargs: 'Any')	manim.animation.specialized	Broadcast a mobject starting from an ``initial_width``, up to the actual size of the mobject.
constant	CHOOSE_NUMBER_MESSAGE	animation/specialized	'\nChoose number corresponding to desired scene/arguments.\n(Use comma separated list for multiple entries or use "*"...	manim.animation.specialized	
constant	CONTEXT_SETTINGS	animation/specialized	{'align_option_groups': True, 'align_sections': True, 'show_constraints': True}	manim.animation.specialized	
constant	CTRL_VALUE	animation/specialized	65507	manim.animation.specialized	
constant	DEFAULT_ARROW_TIP_LENGTH	animation/specialized	0.35	manim.animation.specialized	
constant	DEFAULT_DASH_LENGTH	animation/specialized	0.05	manim.animation.specialized	
constant	DEFAULT_DOT_RADIUS	animation/specialized	0.08	manim.animation.specialized	
constant	DEFAULT_FONT_SIZE	animation/specialized	48	manim.animation.specialized	
constant	DEFAULT_MOBJECT_TO_EDGE_BUFFER	animation/specialized	0.5	manim.animation.specialized	
constant	DEFAULT_MOBJECT_TO_MOBJECT_BUFFER	animation/specialized	0.25	manim.animation.specialized	
constant	DEFAULT_POINTWISE_FUNCTION_RUN_TIME	animation/specialized	3.0	manim.animation.specialized	
constant	DEFAULT_POINT_DENSITY_1D	animation/specialized	10	manim.animation.specialized	
constant	DEFAULT_POINT_DENSITY_2D	animation/specialized	25	manim.animation.specialized	
constant	DEFAULT_QUALITY	animation/specialized	'high_quality'	manim.animation.specialized	
constant	DEFAULT_SMALL_DOT_RADIUS	animation/specialized	0.04	manim.animation.specialized	
constant	DEFAULT_STROKE_WIDTH	animation/specialized	4	manim.animation.specialized	
constant	DEFAULT_WAIT_TIME	animation/specialized	1.0	manim.animation.specialized	
constant	DEGREES	animation/specialized	0.017453292519943295	manim.animation.specialized	
constant	DL	animation/specialized	array([-1., -1.,  0.])	manim.animation.specialized	
constant	DOWN	animation/specialized	array([ 0., -1.,  0.])	manim.animation.specialized	
constant	DR	animation/specialized	array([ 1., -1.,  0.])	manim.animation.specialized	
constant	EPILOG	animation/specialized	'Made with <3 by Manim Community developers.'	manim.animation.specialized	
constant	HEAVY	animation/specialized	'HEAVY'	manim.animation.specialized	
constant	IN	animation/specialized	array([ 0.,  0., -1.])	manim.animation.specialized	
constant	INVALID_NUMBER_MESSAGE	animation/specialized	'Invalid scene numbers have been specified. Aborting.'	manim.animation.specialized	
constant	ITALIC	animation/specialized	'ITALIC'	manim.animation.specialized	
constant	LARGE_BUFF	animation/specialized	1	manim.animation.specialized	
constant	LEFT	animation/specialized	array([-1.,  0.,  0.])	manim.animation.specialized	
constant	LIGHT	animation/specialized	'LIGHT'	manim.animation.specialized	
constant	MEDIUM	animation/specialized	'MEDIUM'	manim.animation.specialized	
constant	MED_LARGE_BUFF	animation/specialized	0.5	manim.animation.specialized	
constant	MED_SMALL_BUFF	animation/specialized	0.25	manim.animation.specialized	
constant	NORMAL	animation/specialized	'NORMAL'	manim.animation.specialized	
constant	NO_SCENE_MESSAGE	animation/specialized	'\n   There are no scenes inside that module\n'	manim.animation.specialized	
constant	OBLIQUE	animation/specialized	'OBLIQUE'	manim.animation.specialized	
constant	ORIGIN	animation/specialized	array([0., 0., 0.])	manim.animation.specialized	
constant	OUT	animation/specialized	array([0., 0., 1.])	manim.animation.specialized	
constant	PI	animation/specialized	3.141592653589793	manim.animation.specialized	
constant	QUALITIES	animation/specialized	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.animation.specialized	
constant	RESAMPLING_ALGORITHMS	animation/specialized	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.animation.specialized	
constant	RIGHT	animation/specialized	array([1., 0., 0.])	manim.animation.specialized	
constant	SCALE_FACTOR_PER_FONT_POINT	animation/specialized	0.0010416666666666667	manim.animation.specialized	
constant	SCENE_NOT_FOUND_MESSAGE	animation/specialized	'\n   {} is not in the script\n'	manim.animation.specialized	
constant	SEMIBOLD	animation/specialized	'SEMIBOLD'	manim.animation.specialized	
constant	SEMILIGHT	animation/specialized	'SEMILIGHT'	manim.animation.specialized	
constant	SHIFT_VALUE	animation/specialized	65505	manim.animation.specialized	
constant	SMALL_BUFF	animation/specialized	0.1	manim.animation.specialized	
constant	START_X	animation/specialized	30	manim.animation.specialized	
constant	START_Y	animation/specialized	20	manim.animation.specialized	
constant	TAU	animation/specialized	6.283185307179586	manim.animation.specialized	
constant	THIN	animation/specialized	'THIN'	manim.animation.specialized	
constant	UL	animation/specialized	array([-1.,  1.,  0.])	manim.animation.specialized	
constant	ULTRABOLD	animation/specialized	'ULTRABOLD'	manim.animation.specialized	
constant	ULTRAHEAVY	animation/specialized	'ULTRAHEAVY'	manim.animation.specialized	
constant	ULTRALIGHT	animation/specialized	'ULTRALIGHT'	manim.animation.specialized	
constant	UP	animation/specialized	array([0., 1., 0.])	manim.animation.specialized	
constant	UR	animation/specialized	array([1., 1., 0.])	manim.animation.specialized	
constant	X_AXIS	animation/specialized	array([1., 0., 0.])	manim.animation.specialized	
constant	Y_AXIS	animation/specialized	array([0., 1., 0.])	manim.animation.specialized	
constant	Z_AXIS	animation/specialized	array([0., 0., 1.])	manim.animation.specialized	
class	ChangeSpeed	animation/speed	(anim: 'Animation | _AnimationBuilder', speedinfo: 'dict[float, float]', rate_func: 'Callable[[float], float] | None' = None, affects_speed_updaters: 'bool' = True, **kwargs) -> 'None'	manim.animation.speedmodifier	Modifies the speed of passed animation.
constant	TYPE_CHECKING	animation/speed	False	manim.animation.speedmodifier	
class	ApplyComplexFunction	animation/transform	(function: 'types.MethodType', mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	Animates a mobject by applying a method.
class	ApplyFunction	animation/transform	(function: 'types.MethodType', mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	A Transform transforms a Mobject into a target Mobject.
class	ApplyMatrix	animation/transform	(matrix: 'np.ndarray', mobject: 'Mobject', about_point: 'np.ndarray' = array([0., 0., 0.]), **kwargs) -> 'None'	manim.animation.transform	Applies a matrix transform to an mobject.
class	ApplyMethod	animation/transform	(method: 'Callable', *args, **kwargs) -> 'None'	manim.animation.transform	Animates a mobject by applying a method.
class	ApplyPointwiseFunction	animation/transform	(function: 'types.MethodType', mobject: 'Mobject', run_time: 'float' = 3.0, **kwargs) -> 'None'	manim.animation.transform	Animation that applies a pointwise function to a mobject.
class	ApplyPointwiseFunctionToCenter	animation/transform	(function: 'types.MethodType', mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	Animation that applies a pointwise function to a mobject.
class	ClockwiseTransform	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', path_arc: 'float' = -3.141592653589793, **kwargs) -> 'None'	manim.animation.transform	Transforms the points of a mobject along a clockwise oriented arc.
class	CounterclockwiseTransform	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', path_arc: 'float' = 3.141592653589793, **kwargs) -> 'None'	manim.animation.transform	Transforms the points of a mobject along a counterclockwise oriented arc.
class	CyclicReplace	animation/transform	(*mobjects: 'Mobject', path_arc: 'float' = 1.5707963267948966, **kwargs) -> 'None'	manim.animation.transform	An animation moving mobjects cyclically.
constant	DEFAULT_POINTWISE_FUNCTION_RUN_TIME	animation/transform	3.0	manim.animation.transform	
constant	DEGREES	animation/transform	0.017453292519943295	manim.animation.transform	
class	FadeToColor	animation/transform	(mobject: 'Mobject', color: 'str', **kwargs) -> 'None'	manim.animation.transform	Animation that changes color of a mobject.
class	FadeTransform	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', stretch: 'bool' = True, dim_to_match: 'int' = 1, **kwargs: 'Any')	manim.animation.transform	Fades one mobject into another.
