kind	name	category	signature	module	doc
class	FadeTransformPieces	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', stretch: 'bool' = True, dim_to_match: 'int' = 1, **kwargs: 'Any')	manim.animation.transform	Fades submobjects of one mobject into submobjects of another one.
class	MoveToTarget	animation/transform	(mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	Transforms a mobject to the mobject stored in its ``target`` attribute.
constant	ORIGIN	animation/transform	array([0., 0., 0.])	manim.animation.transform	
constant	OUT	animation/transform	array([0., 0., 1.])	manim.animation.transform	
class	ReplacementTransform	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	Replaces and morphs a mobject into a target mobject.
class	Restore	animation/transform	(mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	Transforms a mobject to its last saved state.
class	ScaleInPlace	animation/transform	(mobject: 'Mobject', scale_factor: 'float', **kwargs) -> 'None'	manim.animation.transform	Animation that scales a mobject by a certain factor.
class	ShrinkToCenter	animation/transform	(mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	Animation that makes a mobject shrink to center.
class	Swap	animation/transform	(*mobjects: 'Mobject', path_arc: 'float' = 1.5707963267948966, **kwargs) -> 'None'	manim.animation.transform	Another name for :class:`~.CyclicReplace`, which is more understandable for two entries.
constant	TYPE_CHECKING	animation/transform	False	manim.animation.transform	
constant	TYPE_CHECKING	animation/transform	False	manim.animation.transform_matching_parts	
class	Transform	animation/transform	(mobject: 'Mobject | None', target_mobject: 'Mobject | None' = None, path_func: 'Callable | None' = None, path_arc: 'float' = 0, path_arc_axis: 'np.ndarray' = array([0., 0., 1.]), path_arc_centers: 'Point3DLike | Point3DLike_Array | None' = None, replace_mobject_with_target_in_scene: 'bool' = False, **kwargs) -> 'None'	manim.animation.transform	A Transform transforms a Mobject into a target Mobject.
class	TransformAnimations	animation/transform	(start_anim: 'Animation', end_anim: 'Animation', rate_func: 'Callable' = <function squish_rate_func.<locals>.result at 0x713b849a1300>, **kwargs) -> 'None'	manim.animation.transform	A Transform transforms a Mobject into a target Mobject.
class	TransformFromCopy	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', **kwargs) -> 'None'	manim.animation.transform	Preserves a copy of the original VMobject and transforms only it's copy to the target VMobject
class	TransformMatchingAbstractBase	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', transform_mismatches: 'bool' = False, fade_transform_mismatches: 'bool' = False, key_map: 'dict | None' = None, **kwargs: 'Any')	manim.animation.transform_matching_parts	Abstract base class for transformations that keep track of matching parts.
class	TransformMatchingShapes	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', transform_mismatches: 'bool' = False, fade_transform_mismatches: 'bool' = False, key_map: 'dict | None' = None, **kwargs: 'Any')	manim.animation.transform_matching_parts	An animation trying to transform groups by matching the shape
class	TransformMatchingTex	animation/transform	(mobject: 'Mobject', target_mobject: 'Mobject', transform_mismatches: 'bool' = False, fade_transform_mismatches: 'bool' = False, key_map: 'dict | None' = None, **kwargs: 'Any')	manim.animation.transform_matching_parts	A transformation trying to transform rendered LaTeX strings.
constant	DEGREES	animation/updaters	0.017453292519943295	manim.animation.updaters.mobject_update_utils	
constant	M	animation/updaters	~M	manim.animation.updaters.mobject_update_utils	
class	MaintainPositionRelativeTo	animation/updaters	(mobject: 'Mobject', tracked_mobject: 'Mobject', **kwargs: 'Any') -> 'None'	manim.animation.updaters.update	An animation.
constant	RIGHT	animation/updaters	array([1., 0., 0.])	manim.animation.updaters.mobject_update_utils	
constant	TYPE_CHECKING	animation/updaters	False	manim.animation.updaters.mobject_update_utils	
constant	TYPE_CHECKING	animation/updaters	False	manim.animation.updaters.update	
class	UpdateFromAlphaFunc	animation/updaters	(mobject: 'Mobject', update_function: 'Callable[[Mobject], Any]', suspend_mobject_updating: 'bool' = False, **kwargs: 'Any') -> 'None'	manim.animation.updaters.update	update_function of the form func(mobject), presumably
class	UpdateFromFunc	animation/updaters	(mobject: 'Mobject', update_function: 'Callable[[Mobject], Any]', suspend_mobject_updating: 'bool' = False, **kwargs: 'Any') -> 'None'	manim.animation.updaters.update	update_function of the form func(mobject), presumably
function	always	animation/updaters	(method: 'Callable', *args, **kwargs) -> 'Mobject'	manim.animation.updaters.mobject_update_utils	
function	always_redraw	animation/updaters	(func: 'Callable[[], M]') -> 'M'	manim.animation.updaters.mobject_update_utils	Redraw the mobject constructed by a function every frame.
function	always_rotate	animation/updaters	(mobject: 'M', rate: 'float' = 0.3490658503988659, **kwargs) -> 'M'	manim.animation.updaters.mobject_update_utils	A mobject which is continuously rotated at a certain rate.
function	always_shift	animation/updaters	(mobject: 'M', direction: 'np.ndarray[np.float64]' = array([1., 0., 0.]), rate: 'float' = 0.1) -> 'M'	manim.animation.updaters.mobject_update_utils	A mobject which is continuously shifted along some direction
function	assert_is_mobject_method	animation/updaters	(method: 'Callable') -> 'None'	manim.animation.updaters.mobject_update_utils	
function	cycle_animation	animation/updaters	(animation: 'Animation', **kwargs) -> 'Mobject'	manim.animation.updaters.mobject_update_utils	
function	f_always	animation/updaters	(method: 'Callable[[M], None]', *arg_generators, **kwargs) -> 'M'	manim.animation.updaters.mobject_update_utils	More functional version of always, where instead
function	turn_animation_into_updater	animation/updaters	(animation: 'Animation', cycle: 'bool' = False, delay: 'float' = 0, **kwargs) -> 'Mobject'	manim.animation.updaters.mobject_update_utils	Add an updater to the animation's mobject which applies
constant	BOLD	camera	'BOLD'	manim.camera.camera	
constant	BOLD	camera	'BOLD'	manim.camera.three_d_camera	
constant	BOOK	camera	'BOOK'	manim.camera.camera	
constant	BOOK	camera	'BOOK'	manim.camera.three_d_camera	
class	BackgroundColoredVMobjectDisplayer	camera	(camera: 'Camera')	manim.camera.camera	Auxiliary class that handles displaying vectorized mobjects with
constant	CAP_STYLE_MAP	camera	{<CapStyleType.AUTO: 0>: None, <CapStyleType.ROUND: 1>: cairo.LineCap.ROUND, <CapStyleType.BUTT: 2>: cairo.LineCap.BU...	manim.camera.camera	
constant	CHOOSE_NUMBER_MESSAGE	camera	'\nChoose number corresponding to desired scene/arguments.\n(Use comma separated list for multiple entries or use "*"...	manim.camera.camera	
constant	CHOOSE_NUMBER_MESSAGE	camera	'\nChoose number corresponding to desired scene/arguments.\n(Use comma separated list for multiple entries or use "*"...	manim.camera.three_d_camera	
constant	CONTEXT_SETTINGS	camera	{'align_option_groups': True, 'align_sections': True, 'show_constraints': True}	manim.camera.camera	
constant	CONTEXT_SETTINGS	camera	{'align_option_groups': True, 'align_sections': True, 'show_constraints': True}	manim.camera.three_d_camera	
constant	CTRL_VALUE	camera	65507	manim.camera.camera	
constant	CTRL_VALUE	camera	65507	manim.camera.three_d_camera	
class	Camera	camera	(background_image: 'str | None' = None, frame_center: 'Point3D' = array([0., 0., 0.]), image_mode: 'str' = 'RGBA', n_channels: 'int' = 4, pixel_array_dtype: 'str' = 'uint8', cairo_line_width_multiple: 'float' = 0.01, use_z_index: 'bool' = True, background: 'PixelArray | None' = None, pixel_height: 'int | None' = None, pixel_width: 'int | None' = None, frame_height: 'float | None' = None, frame_width: 'float | None' = None, frame_rate: 'float | None' = None, background_color: 'ParsableManimColor | None' = None, background_opacity: 'float | None' = None, **kwargs: 'Any') -> 'None'	manim.camera.camera	Base camera class.
constant	DEFAULT_ARROW_TIP_LENGTH	camera	0.35	manim.camera.camera	
constant	DEFAULT_ARROW_TIP_LENGTH	camera	0.35	manim.camera.three_d_camera	
constant	DEFAULT_DASH_LENGTH	camera	0.05	manim.camera.camera	
constant	DEFAULT_DASH_LENGTH	camera	0.05	manim.camera.three_d_camera	
constant	DEFAULT_DOT_RADIUS	camera	0.08	manim.camera.camera	
constant	DEFAULT_DOT_RADIUS	camera	0.08	manim.camera.three_d_camera	
constant	DEFAULT_FONT_SIZE	camera	48	manim.camera.camera	
constant	DEFAULT_FONT_SIZE	camera	48	manim.camera.three_d_camera	
constant	DEFAULT_MOBJECT_TO_EDGE_BUFFER	camera	0.5	manim.camera.camera	
constant	DEFAULT_MOBJECT_TO_EDGE_BUFFER	camera	0.5	manim.camera.three_d_camera	
constant	DEFAULT_MOBJECT_TO_MOBJECT_BUFFER	camera	0.25	manim.camera.camera	
constant	DEFAULT_MOBJECT_TO_MOBJECT_BUFFER	camera	0.25	manim.camera.three_d_camera	
constant	DEFAULT_POINTWISE_FUNCTION_RUN_TIME	camera	3.0	manim.camera.camera	
constant	DEFAULT_POINTWISE_FUNCTION_RUN_TIME	camera	3.0	manim.camera.three_d_camera	
constant	DEFAULT_POINT_DENSITY_1D	camera	10	manim.camera.camera	
constant	DEFAULT_POINT_DENSITY_1D	camera	10	manim.camera.three_d_camera	
constant	DEFAULT_POINT_DENSITY_2D	camera	25	manim.camera.camera	
constant	DEFAULT_POINT_DENSITY_2D	camera	25	manim.camera.three_d_camera	
constant	DEFAULT_QUALITY	camera	'high_quality'	manim.camera.camera	
constant	DEFAULT_QUALITY	camera	'high_quality'	manim.camera.three_d_camera	
constant	DEFAULT_SMALL_DOT_RADIUS	camera	0.04	manim.camera.camera	
constant	DEFAULT_SMALL_DOT_RADIUS	camera	0.04	manim.camera.three_d_camera	
constant	DEFAULT_STROKE_WIDTH	camera	4	manim.camera.camera	
constant	DEFAULT_STROKE_WIDTH	camera	4	manim.camera.three_d_camera	
constant	DEFAULT_WAIT_TIME	camera	1.0	manim.camera.camera	
constant	DEFAULT_WAIT_TIME	camera	1.0	manim.camera.three_d_camera	
constant	DEGREES	camera	0.017453292519943295	manim.camera.camera	
constant	DEGREES	camera	0.017453292519943295	manim.camera.three_d_camera	
constant	DL	camera	array([-1., -1.,  0.])	manim.camera.camera	
constant	DL	camera	array([-1., -1.,  0.])	manim.camera.three_d_camera	
constant	DOWN	camera	array([ 0., -1.,  0.])	manim.camera.camera	
constant	DOWN	camera	array([ 0., -1.,  0.])	manim.camera.moving_camera	
constant	DOWN	camera	array([ 0., -1.,  0.])	manim.camera.three_d_camera	
constant	DR	camera	array([ 1., -1.,  0.])	manim.camera.camera	
constant	DR	camera	array([ 1., -1.,  0.])	manim.camera.three_d_camera	
constant	EPILOG	camera	'Made with <3 by Manim Community developers.'	manim.camera.camera	
constant	EPILOG	camera	'Made with <3 by Manim Community developers.'	manim.camera.three_d_camera	
constant	HEAVY	camera	'HEAVY'	manim.camera.camera	
constant	HEAVY	camera	'HEAVY'	manim.camera.three_d_camera	
constant	IN	camera	array([ 0.,  0., -1.])	manim.camera.camera	
constant	IN	camera	array([ 0.,  0., -1.])	manim.camera.three_d_camera	
constant	INVALID_NUMBER_MESSAGE	camera	'Invalid scene numbers have been specified. Aborting.'	manim.camera.camera	
constant	INVALID_NUMBER_MESSAGE	camera	'Invalid scene numbers have been specified. Aborting.'	manim.camera.three_d_camera	
constant	ITALIC	camera	'ITALIC'	manim.camera.camera	
constant	ITALIC	camera	'ITALIC'	manim.camera.three_d_camera	
constant	LARGE_BUFF	camera	1	manim.camera.camera	
constant	LARGE_BUFF	camera	1	manim.camera.three_d_camera	
constant	LEFT	camera	array([-1.,  0.,  0.])	manim.camera.camera	
constant	LEFT	camera	array([-1.,  0.,  0.])	manim.camera.moving_camera	
constant	LEFT	camera	array([-1.,  0.,  0.])	manim.camera.three_d_camera	
constant	LIGHT	camera	'LIGHT'	manim.camera.camera	
constant	LIGHT	camera	'LIGHT'	manim.camera.three_d_camera	
constant	LINE_JOIN_MAP	camera	{<LineJointType.AUTO: 0>: None, <LineJointType.ROUND: 1>: cairo.LineJoin.ROUND, <LineJointType.BEVEL: 2>: cairo.LineJ...	manim.camera.camera	
constant	MEDIUM	camera	'MEDIUM'	manim.camera.camera	
constant	MEDIUM	camera	'MEDIUM'	manim.camera.three_d_camera	
constant	MED_LARGE_BUFF	camera	0.5	manim.camera.camera	
constant	MED_LARGE_BUFF	camera	0.5	manim.camera.three_d_camera	
constant	MED_SMALL_BUFF	camera	0.25	manim.camera.camera	
constant	MED_SMALL_BUFF	camera	0.25	manim.camera.three_d_camera	
class	MappingCamera	camera	(mapping_func=<function MappingCamera.<lambda> at 0x713b83cd09a0>, min_num_curves=50, allow_object_intrusion=False, **kwargs)	manim.camera.mapping_camera	Parameters
class	MovingCamera	camera	(frame: 'Mobject | None' = None, fixed_dimension: 'int' = 0, default_frame_stroke_color: 'ManimColor' = ManimColor('#FFFFFF'), default_frame_stroke_width: 'int' = 0, **kwargs: 'Any')	manim.camera.moving_camera	A camera that follows and matches the size and position of its 'frame', a Rectangle (or similar Mobject).
class	MultiCamera	camera	(image_mobjects_from_cameras: 'Iterable[ImageMobjectFromCamera] | None' = None, allow_cameras_to_capture_their_own_display: 'bool' = False, **kwargs: 'Any') -> 'None'	manim.camera.multi_camera	Camera Object that allows for multiple perspectives.
constant	NORMAL	camera	'NORMAL'	manim.camera.camera	
constant	NORMAL	camera	'NORMAL'	manim.camera.three_d_camera	
constant	NO_SCENE_MESSAGE	camera	'\n   There are no scenes inside that module\n'	manim.camera.camera	
constant	NO_SCENE_MESSAGE	camera	'\n   There are no scenes inside that module\n'	manim.camera.three_d_camera	
constant	OBLIQUE	camera	'OBLIQUE'	manim.camera.camera	
constant	OBLIQUE	camera	'OBLIQUE'	manim.camera.three_d_camera	
constant	ORIGIN	camera	array([0., 0., 0.])	manim.camera.camera	
constant	ORIGIN	camera	array([0., 0., 0.])	manim.camera.three_d_camera	
constant	OUT	camera	array([0., 0., 1.])	manim.camera.camera	
constant	OUT	camera	array([0., 0., 1.])	manim.camera.three_d_camera	
class	OldMultiCamera	camera	(*cameras_with_start_positions, **kwargs)	manim.camera.mapping_camera	Parameters
constant	PI	camera	3.141592653589793	manim.camera.camera	
constant	PI	camera	3.141592653589793	manim.camera.three_d_camera	
constant	QUALITIES	camera	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.camera.camera	
constant	QUALITIES	camera	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.camera.three_d_camera	
constant	RESAMPLING_ALGORITHMS	camera	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.camera.camera	
constant	RESAMPLING_ALGORITHMS	camera	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.camera.three_d_camera	
